"dive number","date","time","duration","depth","temperature","pressure"
"9","2014-11-21","10:22:00","0:20","1.6",,
"9","2014-11-21","10:22:00","0:40","2.2",,
"9","2014-11-21","10:22:00","1:00","3.4",,
"9","2014-11-21","10:22:00","1:20","4.6",,
"9","2014-11-21","10:22:00","1:40","5.7",,
"9","2014-11-21","10:22:00","2:00","7.2",,
"9","2014-11-21","10:22:00","2:20","9.0",,
"9","2014-11-21","10:22:00","2:40","10.8",,
"9","2014-11-21","10:22:00","3:00","12.8",,
"9","2014-11-21","10:22:00","3:20","14.9",,
"9","2014-11-21","10:22:00","3:40","16.0",,
"9","2014-11-21","10:22:00","4:00","17.7",,
"9","2014-11-21","10:22:00","4:20","20.3",,
"9","2014-11-21","10:22:00","4:40","22.4",,
"9","2014-11-21","10:22:00","5:00","23.6",,
"9","2014-11-21","10:22:00","5:20","24.8",,
"9","2014-11-21","10:22:00","5:40","26.1",,
"9","2014-11-21","10:22:00","6:00","26.1",,
"9","2014-11-21","10:22:00","6:20","27.8",,
"9","2014-11-21","10:22:00","6:40","29.0",,
"9","2014-11-21","10:22:00","7:00","30.2",,
"9","2014-11-21","10:22:00","7:20","30.1",,
"9","2014-11-21","10:22:00","7:40","29.6",,
"9","2014-11-21","10:22:00","8:00","29.3",,
"9","2014-11-21","10:22:00","8:20","28.6",,
"9","2014-11-21","10:22:00","8:40","28.1",,
"9","2014-11-21","10:22:00","9:00","28.9",,
"9","2014-11-21","10:22:00","9:20","28.8",,
"9","2014-11-21","10:22:00","9:40","29.2",,
"9","2014-11-21","10:22:00","10:00","28.8",,
"9","2014-11-21","10:22:00","10:20","28.7",,
"9","2014-11-21","10:22:00","10:40","28.4",,
"9","2014-11-21","10:22:00","11:00","27.5",,
"9","2014-11-21","10:22:00","11:20","27.5",,
"9","2014-11-21","10:22:00","11:40","27.3",,
"9","2014-11-21","10:22:00","12:00","26.0",,
"9","2014-11-21","10:22:00","12:20","25.2",,
"9","2014-11-21","10:22:00","12:40","24.4",,
"9","2014-11-21","10:22:00","13:00","23.8",,
"9","2014-11-21","10:22:00","13:20","22.8",,
"9","2014-11-21","10:22:00","13:40","22.7",,
"9","2014-11-21","10:22:00","14:00","22.4",,
"9","2014-11-21","10:22:00","14:20","22.8",,
"9","2014-11-21","10:22:00","14:40","23.8",,
"9","2014-11-21","10:22:00","15:00","24.6",,
"9","2014-11-21","10:22:00","15:20","27.1",,
"9","2014-11-21","10:22:00","15:40","27.8",,
"9","2014-11-21","10:22:00","16:00","27.7",,
"9","2014-11-21","10:22:00","16:20","27.8",,
"9","2014-11-21","10:22:00","16:40","28.7",,
"9","2014-11-21","10:22:00","17:00","28.5",,
"9","2014-11-21","10:22:00","17:20","27.7",,
"9","2014-11-21","10:22:00","17:40","27.2",,
"9","2014-11-21","10:22:00","18:00","25.6",,
"9","2014-11-21","10:22:00","18:20","23.9",,
"9","2014-11-21","10:22:00","18:40","22.7",,
"9","2014-11-21","10:22:00","19:00","20.9",,
"9","2014-11-21","10:22:00","19:20","18.9",,
"9","2014-11-21","10:22:00","19:40","17.8",,
"9","2014-11-21","10:22:00","20:00","18.0",,
"9","2014-11-21","10:22:00","20:20","18.0",,
"9","2014-11-21","10:22:00","20:40","17.3",,
"9","2014-11-21","10:22:00","21:00","17.0",,
"9","2014-11-21","10:22:00","21:20","17.0",,
"9","2014-11-21","10:22:00","21:40","15.9",,
"9","2014-11-21","10:22:00","22:00","14.6",,
"9","2014-11-21","10:22:00","22:20","13.6",,
"9","2014-11-21","10:22:00","22:40","13.4",,
"9","2014-11-21","10:22:00","23:00","14.2",,
"9","2014-11-21","10:22:00","23:20","14.1",,
"9","2014-11-21","10:22:00","23:40","13.7",,
"9","2014-11-21","10:22:00","24:00","13.7",,
"9","2014-11-21","10:22:00","24:20","13.7",,
"9","2014-11-21","10:22:00","24:40","13.8",,
"9","2014-11-21","10:22:00","25:00","13.7",,
"9","2014-11-21","10:22:00","25:20","13.4",,
"9","2014-11-21","10:22:00","25:40","13.2",,
"9","2014-11-21","10:22:00","26:00","13.3",,
"9","2014-11-21","10:22:00","26:20","13.3",,
"9","2014-11-21","10:22:00","26:40","13.8",,
"9","2014-11-21","10:22:00","27:00","13.9",,
"9","2014-11-21","10:22:00","27:20","14.2",,
"9","2014-11-21","10:22:00","27:40","14.5",,
"9","2014-11-21","10:22:00","28:00","14.3",,
"9","2014-11-21","10:22:00","28:20","13.8",,
"9","2014-11-21","10:22:00","28:40","13.0",,
"9","2014-11-21","10:22:00","29:00","13.0",,
"9","2014-11-21","10:22:00","29:20","13.7",,
"9","2014-11-21","10:22:00","29:40","13.8",,
"9","2014-11-21","10:22:00","30:00","14.1",,
"9","2014-11-21","10:22:00","30:20","13.8",,
"9","2014-11-21","10:22:00","30:40","13.3",,
"9","2014-11-21","10:22:00","31:00","12.2",,
"9","2014-11-21","10:22:00","31:20","10.6",,
"9","2014-11-21","10:22:00","31:40","10.3",,
"9","2014-11-21","10:22:00","32:00","8.2",,
"9","2014-11-21","10:22:00","32:20","6.9",,
"9","2014-11-21","10:22:00","32:40","6.3",,
"9","2014-11-21","10:22:00","33:00","5.5",,
"9","2014-11-21","10:22:00","33:20","5.4",,
"9","2014-11-21","10:22:00","33:40","5.0",,
"9","2014-11-21","10:22:00","34:00","4.2",,
"9","2014-11-21","10:22:00","34:20","4.0",,
"9","2014-11-21","10:22:00","34:40","4.0",,
"9","2014-11-21","10:22:00","35:00","3.9",,
"9","2014-11-21","10:22:00","35:20","4.1",,
"9","2014-11-21","10:22:00","35:40","4.2",,
"9","2014-11-21","10:22:00","36:00","4.0",,
"9","2014-11-21","10:22:00","36:20","4.0",,
"9","2014-11-21","10:22:00","36:40","3.2",,
"9","2014-11-21","10:22:00","37:00","2.4",,
