"dive number","date","time","duration","depth","temperature","pressure"
"5","2014-09-15","10:19:00","33:20","3.9",,
"5","2014-09-15","10:19:00","33:40","4.0",,
"5","2014-09-15","10:19:00","34:00","4.3",,
"5","2014-09-15","10:19:00","34:20","4.4",,
"5","2014-09-15","10:19:00","34:40","4.3",,
"5","2014-09-15","10:19:00","35:00","4.3",,
"5","2014-09-15","10:19:00","35:20","3.7",,
"5","2014-09-15","10:19:00","35:40","3.4",,
"5","2014-09-15","10:19:00","36:00","3.6",,
"5","2014-09-15","10:19:00","36:20","3.6",,
"5","2014-09-15","10:19:00","36:40","3.7",,
"5","2014-09-15","10:19:00","37:00","3.4",,
"5","2014-09-15","10:19:00","37:20","3.2",,
"5","2014-09-15","10:19:00","37:40","2.9",,
"5","2014-09-15","10:19:00","38:00","2.4",,
"5","2014-09-15","10:19:00","38:20","2.8",,
"5","2014-09-15","10:19:00","38:40","2.5",,
"5","2014-09-15","10:19:00","39:00","2.4",,
"5","2014-09-15","10:19:00","39:20","2.2",,
